experiment	timestamp	score	best_score	kept	mutations	elapsed_sec	params
192	2026-03-29T11:56:28.609476	81.1141	81.5105	False	max_edges_per_verse: 30 -> 32; max_verse_freq: 100 -> 75	2.1	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
193	2026-03-29T11:56:30.575215	81.1136	81.5105	False	max_verse_freq: 100 -> 75; max_edges_per_verse: 30 -> 28	2.0	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
194	2026-03-29T11:56:33.434859	81.0763	81.5105	False	max_verse_freq: 100 -> 125; max_edges_per_verse: 30 -> 32	2.9	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
195	2026-03-29T11:56:36.065355	81.1266	81.5105	False	max_verse_freq: 100 -> 125; max_edges_per_verse: 30 -> 28	2.6	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
196	2026-03-29T11:56:38.679147	81.1266	81.5105	False	max_edges_per_verse: 30 -> 28; max_verse_freq: 100 -> 125	2.6	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
197	2026-03-29T11:56:41.083208	81.5425	81.5425	True	max_df: 250 -> 300	2.4	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
198	2026-03-29T11:56:43.510253	81.5314	81.5425	False	max_df: 300 -> 350	2.4	{"min_df": 2, "max_df": 350, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
199	2026-03-29T11:56:45.791348	78.8519	81.5425	False	max_features: 80000 -> 65000; sublinear_tf: True -> False	2.3	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
200	2026-03-29T11:56:48.210836	81.5290	81.5425	False	min_tfidf_score: 0.01 -> 0.01; max_edges_per_verse: 30 -> 30; min_token_length: 2 -> 3	2.4	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 3, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
1	2026-03-29T11:57:20.415853	74.1795	81.5425	False	norm: l2 -> l1; min_tfidf_score: 0.01 -> 0.01; min_token_length: 2 -> 4	4.1	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 4, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
2	2026-03-29T11:57:22.715531	81.5105	81.5425	False	max_features: 80000 -> 95000; max_df: 300 -> 250	2.3	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 95000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
3	2026-03-29T11:57:24.949282	78.8519	81.5425	False	sublinear_tf: True -> False	2.2	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
4	2026-03-29T11:57:27.042489	81.1781	81.5425	False	max_verse_freq: 100 -> 75	2.1	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
5	2026-03-29T11:57:29.482055	78.8519	81.5425	False	min_token_length: 2 -> 2; sublinear_tf: True -> False	2.4	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
6	2026-03-29T11:57:31.441216	81.1001	81.5425	False	max_edges_per_verse: 30 -> 32; max_verse_freq: 100 -> 75	2.0	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
7	2026-03-29T11:57:33.444397	81.1001	81.5425	False	max_edges_per_verse: 30 -> 32; max_verse_freq: 100 -> 75	2.0	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
8	2026-03-29T11:57:35.539632	81.1001	81.5425	False	max_verse_freq: 100 -> 75; max_edges_per_verse: 30 -> 32	2.1	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
9	2026-03-29T11:57:37.581955	81.1781	81.5425	False	max_verse_freq: 100 -> 75	2.0	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
10	2026-03-29T11:57:40.477102	81.1030	81.5425	False	max_verse_freq: 100 -> 125; max_edges_per_verse: 30 -> 32	2.9	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
11	2026-03-29T11:57:42.820378	81.4684	81.5425	False	max_edges_per_verse: 30 -> 28	2.3	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
12	2026-03-29T11:57:45.165282	81.4684	81.5425	False	max_edges_per_verse: 30 -> 28	2.3	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
13	2026-03-29T11:57:47.649018	81.2770	81.5425	False	max_verse_freq: 100 -> 125	2.5	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
14	2026-03-29T11:57:49.984611	81.4211	81.5425	False	max_edges_per_verse: 30 -> 32	2.3	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
15	2026-03-29T11:57:51.778373	78.5050	81.5425	False	sublinear_tf: True -> False; max_verse_freq: 100 -> 75	1.8	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
16	2026-03-29T11:57:53.902917	80.5239	81.5425	False	min_tfidf_score: 0.01 -> 0.0144; lemma_verb_first: False -> True; max_edges_per_verse: 30 -> 26	2.1	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.0144, "max_features": 80000, "max_edges_per_verse": 26, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
17	2026-03-29T11:57:56.196067	81.5425	81.5425	False	ngram_max: 2 -> 1	2.3	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
18	2026-03-29T11:57:58.162402	81.1781	81.5425	False	max_verse_freq: 100 -> 75	2.0	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
19	2026-03-29T11:58:00.540941	81.5425	81.5425	False	min_token_length: 2 -> 2; max_features: 80000 -> 70000	2.4	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 70000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
20	2026-03-29T11:58:02.567536	81.1001	81.5425	False	max_verse_freq: 100 -> 75; max_edges_per_verse: 30 -> 32	2.0	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
21	2026-03-29T11:58:04.933228	81.5425	81.5425	False	ngram_max: 2 -> 1	2.4	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
22	2026-03-29T11:58:07.181889	80.7167	81.5425	False	min_token_length: 2 -> 4	2.2	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 4, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
23	2026-03-29T11:58:09.431994	78.8519	81.5425	False	sublinear_tf: True -> False	2.2	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
24	2026-03-29T11:58:11.275336	81.1781	81.5425	False	min_tfidf_score: 0.01 -> 0.01; max_verse_freq: 100 -> 75	1.8	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
25	2026-03-29T11:58:13.517392	81.5425	81.5425	False	max_features: 80000 -> 65000	2.2	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
26	2026-03-29T11:58:16.148352	81.2770	81.5425	False	max_verse_freq: 100 -> 125	2.6	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
27	2026-03-29T11:58:18.774843	81.2770	81.5425	False	max_verse_freq: 100 -> 125	2.6	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
28	2026-03-29T11:58:20.728979	81.1929	81.5425	False	max_edges_per_verse: 30 -> 28; max_verse_freq: 100 -> 75	2.0	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
29	2026-03-29T11:58:22.871687	81.4684	81.5425	False	max_edges_per_verse: 30 -> 28	2.1	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
30	2026-03-29T11:58:25.049999	78.8519	81.5425	False	max_features: 80000 -> 90000; sublinear_tf: True -> False	2.2	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 90000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
31	2026-03-29T11:58:27.525611	81.1789	81.5425	False	max_edges_per_verse: 30 -> 28; max_verse_freq: 100 -> 125	2.5	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
32	2026-03-29T11:58:30.187875	81.1030	81.5425	False	max_verse_freq: 100 -> 125; max_edges_per_verse: 30 -> 32	2.7	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
33	2026-03-29T11:58:32.147940	81.1781	81.5425	False	max_verse_freq: 100 -> 75	2.0	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
34	2026-03-29T11:58:33.703066	78.7287	81.5425	False	min_tfidf_score: 0.01 -> 0.0228; max_df: 300 -> 375; max_verse_freq: 100 -> 50	1.6	{"min_df": 2, "max_df": 375, "min_tfidf_score": 0.0228, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 50, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
35	2026-03-29T11:58:35.915913	81.4211	81.5425	False	max_edges_per_verse: 30 -> 32	2.2	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
36	2026-03-29T11:58:37.968343	80.8518	81.5425	False	max_edges_per_verse: 30 -> 24	2.1	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 24, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
37	2026-03-29T11:58:40.137914	81.4684	81.5425	False	max_edges_per_verse: 30 -> 28	2.2	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
38	2026-03-29T11:58:42.733095	81.1030	81.5425	False	max_verse_freq: 100 -> 125; max_edges_per_verse: 30 -> 32	2.6	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
